original,gen,PSNR,CS,CPL,SSIM,label
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1673S341_628.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_1673S341_628_torchvision.jpg,13.54593865,0.5634867,80.78391,0.883162839,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1676Z713_20200403_OH01_DG06_2_18.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\1676Z713_20200403_OH01_DG06_2_18_torchvision.jpg,15.45676063,0.6604012,60.425304,0.827046234,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1775D301_20200403_OH01_DG06_2_20.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1775D301_20200403_OH01_DG06_2_20_torchvision.jpg,12.87439807,0.459619,100.64482,0.67191976,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674Z011_20200416_OH01_DG06_2_14.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\1674Z011_20200416_OH01_DG06_2_14_torchvision.jpg,18.58837922,0.82939476,45.516212,0.75106375,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2973A091_566.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2973A091_566_torchvision.jpg,14.624546,0.25837296,85.91892,0.649243678,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674Z812_20200416_OH01_DG06_2_21.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\1674Z812_20200416_OH01_DG06_2_21_torchvision.jpg,9.508134262,0.084512256,139.08371,0.409238798,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2578E301_510.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2578E301_510_torchvision.jpg,24.00156603,0.87770396,5.765321,0.946359913,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P282_20200512_OH01_DG06_2_31.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P282_20200512_OH01_DG06_2_31_torchvision.jpg,13.36130779,0.70639986,48.225044,0.67671238,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276E571_337.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276E571_337_torchvision.jpg,22.75475717,0.634004,28.085663,0.873963108,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2373A683_414.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2373A683_414_torchvision.jpg,17.82334116,0.6175033,54.23072,0.721099186,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2075E523_762.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_2075E523_762_torchvision.jpg,12.44851593,0.73842144,39.34498,0.83071682,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074B101_729.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\7815_2074B101_729_torchvision.jpg,21.25168522,0.8811256,18.543766,0.900871826,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1678F614_20200514_OH01_DG06_2_13.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1678F614_20200514_OH01_DG06_2_13_torchvision.jpg,18.93637063,0.8399466,34.20762,0.878867264,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2272X161_272.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2272X161_272_torchvision.jpg,11.5953844,0.7321644,24.528557,0.791229756,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1675Z631_634.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\7815_1675Z631_634_torchvision.jpg,9.470916522,0.13433753,131.42696,0.464078609,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2178Z921_239.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2178Z921_239_torchvision.jpg,18.62410732,0.7575536,22.030098,0.888794322,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_24683302_455.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_24683302_455_torchvision.jpg,16.06808491,0.26079872,86.714584,0.662678597,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2479G352_482.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2479G352_482_torchvision.jpg,17.6359696,0.7534167,37.495766,0.883606265,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2278P901_354.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2278P901_354_torchvision.jpg,22.53862345,0.88708705,22.246628,0.885113727,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X954_20200513_OH01_DG06_2_1.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\1974X954_20200513_OH01_DG06_2_1_torchvision.jpg,17.20489519,0.71862805,33.830997,0.876317499,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2974F291_570.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2974F291_570_torchvision.jpg,17.97405031,0.90025556,15.241602,0.881666545,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275D513_315.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275D513_315_torchvision.jpg,17.4592455,0.8465547,34.335926,0.846523058,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23684192_377.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_23684192_377_torchvision.jpg,18.59881248,0.5770789,48.460457,0.816073014,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1673Q411_627.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_1673Q411_627_torchvision.jpg,23.75675042,0.8400309,18.42091,0.938881584,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1778D521_20200514_OH01_DG06_2_15.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\1778D521_20200514_OH01_DG06_2_15_torchvision.jpg,12.8758811,0.03752607,72.452156,0.445855859,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2075E421_761.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_2075E421_761_torchvision.jpg,19.46271455,0.8755604,30.733576,0.843242525,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2173F702_785.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_2173F702_785_torchvision.jpg,20.99418319,0.64390564,42.625244,0.945310875,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2570S101_498.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2570S101_498_torchvision.jpg,9.673488929,0.25172934,82.757034,0.634727623,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2271Z911_270.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2271Z911_270_torchvision.jpg,22.85209767,0.9015395,21.579218,0.869923921,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174W552_808.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_2174W552_808_torchvision.jpg,12.38274212,0.42736456,73.405334,0.518005535,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2465A141_449.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2465A141_449_torchvision.jpg,11.91400225,0.40853947,87.976814,0.297006894,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2373S911_422.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2373S911_422_torchvision.jpg,18.86352361,0.8598828,33.334023,0.818082872,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1974Z931_702.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_1974Z931_702_torchvision.jpg,16.44139602,0.7726404,34.924038,0.802048924,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1776R262_20200413_OH01_DG06_2_6.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1776R262_20200413_OH01_DG06_2_6_torchvision.jpg,12.88896729,0.20079394,114.16829,0.612182719,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2273R381_845.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_2273R381_845_torchvision.jpg,15.7856476,0.8001506,66.778824,0.766277437,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2176W803_229.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2176W803_229_torchvision.jpg,17.34196889,0.8659152,16.59461,0.897709075,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2370A561_385.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2370A561_385_torchvision.jpg,11.13531923,0.5311272,99.419846,0.601232653,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074C082_730.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_2074C082_730_torchvision.jpg,26.80528434,0.93486136,12.351916,0.908816423,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P352_20200512_OH01_DG06_2_5.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\2074P352_20200512_OH01_DG06_2_5_torchvision.jpg,13.72034507,0.26488057,78.75371,0.668064123,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2976Q211_578.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2976Q211_578_torchvision.jpg,10.89817765,0.11622934,83.29894,0.599148701,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1975E191_704.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_1975E191_704_torchvision.jpg,14.6069126,0.50046146,125.60571,0.761999344,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2079W642_201.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2079W642_201_torchvision.jpg,15.79407916,0.6989715,61.27601,0.814069835,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2377P793_436.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2377P793_436_torchvision.jpg,15.83714363,0.5350613,52.25518,0.781767003,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1673F261_625.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_1673F261_625_torchvision.jpg,12.30183314,0.13124867,75.11625,0.6855403,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2176P921_833.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\7815_2176P921_833_torchvision.jpg,4.744664199,0.24317306,82.79735,0.318003259,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23684192_377.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_23684192_377_torchvision.jpg,13.74724663,0.42002848,64.88981,0.810117849,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2073E702_724.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_2073E702_724_torchvision.jpg,12.55045875,0.40282384,46.36338,0.654183554,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2578R432_512.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2578R432_512_torchvision.jpg,11.90087115,0.14010154,52.51545,0.721410411,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2370A701_386.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2370A701_386_torchvision.jpg,17.75793738,0.8520754,26.43407,0.819128988,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2168Q751_215.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2168Q751_215_torchvision.jpg,16.19652555,0.61464834,47.913475,0.838049385,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2274B693_290.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2274B693_290_torchvision.jpg,13.69172109,0.6843125,101.14363,0.66491526,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074A921_20200512_OH01_DG06_2_25.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\2074A921_20200512_OH01_DG06_2_25_torchvision.jpg,14.9548844,0.7930051,46.54781,0.747357232,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1673S521_629.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_1673S521_629_torchvision.jpg,24.23471802,0.8879095,18.251354,0.9260366,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2073A311_722.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_2073A311_722_torchvision.jpg,13.078918,0.919718,17.468662,0.809944459,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2366D551_365.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2366D551_365_torchvision.jpg,21.16913653,0.84311885,42.781433,0.857248752,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1770G911_645.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_1770G911_645_torchvision.jpg,18.61465621,0.6882155,55.06352,0.858534789,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074Y331_756.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_2074Y331_756_torchvision.jpg,11.06074594,0.17988576,90.67306,0.68343824,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174F741_802.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_2174F741_802_torchvision.jpg,11.31825455,0.091006555,63.964508,0.612798011,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2369B501_382.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2369B501_382_torchvision.jpg,16.87905002,0.82034767,31.707855,0.891955083,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174B363_796.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_2174B363_796_torchvision.jpg,18.63359442,0.6650742,8.619432,0.580105334,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2580R821_519.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2580R821_519_torchvision.jpg,12.82364531,0.85069627,21.928455,0.78703277,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2181S751_241.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2181S751_241_torchvision.jpg,18.0781311,0.9046048,20.419912,0.89706978,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1574Y493_613.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_1574Y493_613_torchvision.jpg,17.98078619,0.08519146,41.308006,0.710465973,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2075X651_769.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\7815_2075X651_769_torchvision.jpg,15.11876843,0.8748319,20.760489,0.851958983,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_31721561_583.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_31721561_583_torchvision.jpg,25.11449747,0.88766664,11.670043,0.885624561,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578X721_20200409_OH01_DG06_2_27.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1578X721_20200409_OH01_DG06_2_27_torchvision.jpg,12.34754202,0.90578514,16.840069,0.82423686,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2073A262_721.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\7815_2073A262_721_torchvision.jpg,10.35203831,0.09518106,129.60141,0.45880435,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174A303_795.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_2174A303_795_torchvision.jpg,16.21514493,0.7792365,25.985596,0.868292055,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1479Y162_606.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_1479Y162_606_torchvision.jpg,11.18100461,0.10933435,16.86648,0.795939556,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1479Y162_606.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_1479Y162_606_torchvision.jpg,18.09239165,0.3448342,10.06467,0.820768063,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2373R582_420.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2373R582_420_torchvision.jpg,12.38420321,0.117759444,73.11628,0.660083353,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X955_20200513_OH01_DG06_2_11.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\1974X955_20200513_OH01_DG06_2_11_torchvision.jpg,14.02211075,0.6607196,55.11731,0.782948382,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2576X221_507.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2576X221_507_torchvision.jpg,13.93284903,0.70492035,32.557312,0.864087076,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2274A851_289.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2274A851_289_torchvision.jpg,22.570354,0.8889371,17.799622,0.917456016,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275Q396_327.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275Q396_327_torchvision.jpg,14.24130537,0.30604404,75.396164,0.777686052,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1678P861_642.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\7815_1678P861_642_torchvision.jpg,10.81204686,0.098949656,110.88953,0.515141961,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2368B712_379.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2368B712_379_torchvision.jpg,9.552146154,0.05424838,72.95686,0.640065534,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2273X411_283.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2273X411_283_torchvision.jpg,17.41896513,0.79740304,37.41167,0.878421735,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275S251_330.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2275S251_330_torchvision.jpg,18.10924614,0.70279956,65.07988,0.828734362,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275S251_330.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275S251_330_torchvision.jpg,18.19860931,0.8678248,23.317026,0.861860153,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2073A262_20200511_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2073A262_20200511_OH01_DG06_2_4_torchvision.jpg,20.04388085,0.8274978,34.976303,0.878953436,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2578W741_513.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2578W741_513_torchvision.jpg,16.97250038,0.9084636,14.562427,0.91788839,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2273C951_843.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_2273C951_843_torchvision.jpg,14.76952657,0.27747673,64.46042,0.805100441,0
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2172C831_778.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_2172C831_778_torchvision.jpg,23.9691384,0.8888134,18.145508,0.92481572,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_1680Z272_183.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_1680Z272_183_torchvision.jpg,18.49454983,0.7286794,55.852272,0.803690421,1
C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1871P741_668.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_1871P741_668_torchvision.jpg,21.01881531,0.9017087,19.700384,0.90335483,1
